recnr,firstname,sex,origin,source
997,Kenenna,male,igbo,https://www.names.org/lists/by-origin/igbo/
998,Kiese,female,swahili ,https://www.names.org/lists/by-origin/swahili/
999,Wilka,male,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1000,Kerdell,male,english,https://www.names.org/lists/by-origin/english/
1001,Iganze,male,swahili ,https://www.names.org/lists/by-origin/swahili/
1002,Zama,male,xhosa,https://www.names.org/lists/by-origin/xhosa/
1003,Petagaye,female,english,https://www.names.org/lists/by-origin/english/
1004,Hassanatou,female,african,https://www.names.org/lists/by-origin/african/
1005,Temilade,male,yoruba,https://www.names.org/lists/by-origin/yoruba/
1006,Tango,female,xhosa,https://www.names.org/lists/by-origin/xhosa/
1007,Yeabsira,female,amharic,https://www.names.org/lists/by-origin/amharic/
1008,Bemnet,female,amharic,https://www.names.org/lists/by-origin/amharic/
1009,Kayihura,male,swahili ,https://www.names.org/lists/by-origin/swahili/
1010,Alsan,male,arabic,https://www.names.org/lists/by-origin/arabic/
1011,Kessy,female,swahili ,https://www.names.org/lists/by-origin/swahili/
1012,Kai,female,english,https://www.names.org/lists/by-origin/english/
1013,Habari,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
1014,Qishi ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
1015,Tesfaye,female,amharic,https://www.names.org/lists/by-origin/amharic/
1016,Lorato,male,xhosa,https://www.names.org/lists/by-origin/xhosa/
1017,Mario,male,english,https://www.names.org/lists/by-origin/english/
1018,Binyam,male,amharic,https://www.names.org/lists/by-origin/amharic/
1019,Malaika,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
1020,Ghiles,male,arabic,https://www.names.org/lists/by-origin/arabic/
1021,Nicolene,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1022,Abrham,male,amharic,https://www.names.org/lists/by-origin/amharic/
1023,Oluwaseun,male,yoruba,https://www.names.org/lists/by-origin/yoruba/
1024,Yaya,male,african,https://www.names.org/lists/by-origin/african/
1025,Tamasha,female,swahili ,https://www.names.org/lists/by-origin/swahili/
1026,Kenyada,female,swahili ,https://www.names.org/lists/by-origin/swahili/
1027,Paka ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
1028,Bethania,female,amharic,https://www.names.org/lists/by-origin/amharic/
1029,Ramatu,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
1030,Tiwatope,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
1031,Meaza,female,amharic,https://www.names.org/lists/by-origin/amharic/
1032,Shaniqua,female,african,https://www.names.org/lists/by-origin/african/
1033,Saiyr,female,arabic,https://www.names.org/lists/by-origin/arabic/
1034,Folasade,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
1035,Akini,female,english,https://www.names.org/lists/by-origin/english/
1036,Adeyinka,male,yoruba,https://www.names.org/lists/by-origin/yoruba/
1037,Letago,male,african,https://www.names.org/lists/by-origin/african/
1038,Amauri,male,african-american,https://www.names.org/lists/by-origin/african/
1039,Ayanna,female,swahili ,https://www.names.org/lists/by-origin/swahili/
1040,Duara,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
1041,Badili ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
1042,Akachi,male,igbo,https://www.names.org/lists/by-origin/igbo/
1043,Jallah,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
1044,Yanet,female,amharic,https://www.names.org/lists/by-origin/amharic/
1045,Amarii,female,swahili ,https://www.names.org/lists/by-origin/swahili/
1046,Tumeka,female,xhosa,https://www.names.org/lists/by-origin/xhosa/
1047,Kamilah ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
1048,Chama,male,xhosa,https://www.names.org/lists/by-origin/xhosa/
1049,Fatima,female,arabic,https://www.names.org/lists/by-origin/arabic/
1050,Makda,female,amharic,https://www.names.org/lists/by-origin/amharic/
1051,Karen,female,english,https://www.names.org/lists/by-origin/english/
1052,Zelmarie,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1053,Mayla,female,arabic,https://www.names.org/lists/by-origin/arabic/
1054,Enow,female,african,https://www.names.org/lists/by-origin/african/
1055,Zariyah,female,arabic,https://www.names.org/lists/by-origin/arabic/
1056,Yodahe,female,african,https://www.names.org/lists/by-origin/african/
1057,Kaiv,male,arabic,https://www.names.org/lists/by-origin/arabic/
1058,Holly,female,english,https://www.names.org/lists/by-origin/english/
1059,Akorede,male,yoruba,https://www.names.org/lists/by-origin/yoruba/
1060,Tamu ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
1061,Macala,female,xhosa,https://www.names.org/lists/by-origin/xhosa/
1062,Selma,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1063,Natalie,female,english,https://www.names.org/lists/by-origin/english/
1064,Umar,male,arabic,https://www.names.org/lists/by-origin/arabic/
1065,Saniyah,female,arabic,https://www.names.org/lists/by-origin/arabic/
1066,Ekari,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
1067,Chukwudubem,male,igbo,https://www.names.org/lists/by-origin/igbo/
1068,Jabaree,male,swahili ,https://www.names.org/lists/by-origin/swahili/
1069,Gumu,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
1070,Tifeoluwa,male,yoruba,https://www.names.org/lists/by-origin/yoruba/
1071,Aslihan,female,arabic,https://www.names.org/lists/by-origin/arabic/
1072,Ademide,male,yoruba,https://www.names.org/lists/by-origin/yoruba/
1073,Betselot,male,amharic,https://www.names.org/lists/by-origin/amharic/
1074,Darweshi,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
1075,Eliezel,female,swahili ,https://www.names.org/lists/by-origin/swahili/
1076,Anteneh,male,amharic,https://www.names.org/lists/by-origin/amharic/
1077,Suah,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
1078,Guelda,female,swahili ,https://www.names.org/lists/by-origin/swahili/
1079,Tamu,female,swahili ,https://www.names.org/lists/by-origin/swahili/
1080,Ashani,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
1081,Rashawn,male,african-american,https://www.names.org/lists/by-origin/african/
1082,Sahai,male,swahili ,https://www.names.org/lists/by-origin/swahili/
1083,Nada,female,arabic,https://www.names.org/lists/by-origin/arabic/
1084,Jioni,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
1085,Ayom,female,amharic,https://www.names.org/lists/by-origin/amharic/
1086,Saidu,male,african,https://www.names.org/lists/by-origin/african/
1087,Stephanus,male,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1088,Khaya,female,xhosa,https://www.names.org/lists/by-origin/xhosa/
1089,Treyvon,male,african-american,https://www.names.org/lists/by-origin/african/
1090,Zaiden,male,arabic,https://www.names.org/lists/by-origin/arabic/
1091,Kimani,female,swahili ,https://www.names.org/lists/by-origin/swahili/
1092,Tarawally,male,african,https://www.names.org/lists/by-origin/african/
1093,Palesa,female,african,https://www.names.org/lists/by-origin/african/
1094,Aryam,female,arabic,https://www.names.org/lists/by-origin/arabic/
1095,Mihret,female,amharic,https://www.names.org/lists/by-origin/amharic/
1096,Imanni,female,swahili ,https://www.names.org/lists/by-origin/swahili/
1097,Sumayo,female,arabic,https://www.names.org/lists/by-origin/arabic/
1098,Tia,female,english,https://www.names.org/lists/by-origin/english/
1099,Tobi,male,yoruba,https://www.names.org/lists/by-origin/yoruba/
1100,Wuraola,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
1101,Kessy,male,swahili ,https://www.names.org/lists/by-origin/swahili/
1102,Yuster,male,swahili ,https://www.names.org/lists/by-origin/swahili/
1103,Alazar,male,amharic,https://www.names.org/lists/by-origin/amharic/
1104,Olona,female,xhosa,https://www.names.org/lists/by-origin/xhosa/
1105,Asahd,male,arabic,https://www.names.org/lists/by-origin/arabic/
1106,Bayek,male,african,https://www.names.org/lists/by-origin/african/
1107,Boluwatife,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
1108,Issa,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
1109,Touray,female,african,https://www.names.org/lists/by-origin/african/
1110,Yoel,male,african-american,https://www.names.org/lists/by-origin/african/
1111,Sebastian,male,english,https://www.names.org/lists/by-origin/english/
1112,Ildephonse,male,swahili ,https://www.names.org/lists/by-origin/swahili/
1113,Austin,male,english,https://www.names.org/lists/by-origin/english/
1114,Addis,female,amharic,https://www.names.org/lists/by-origin/amharic/
1115,Yaileen,female,arabic,https://www.names.org/lists/by-origin/arabic/
1116,Bruk,male,amharic,https://www.names.org/lists/by-origin/amharic/
1117,Julie,female,english,https://www.names.org/lists/by-origin/english/
1118,Hamdallah,male,igbo,https://www.names.org/lists/by-origin/igbo/
1119,Chizoba,female,igbo,https://www.names.org/lists/by-origin/igbo/
1120,Uchenna,male,igbo,https://www.names.org/lists/by-origin/igbo/
1121,Nahome,male,amharic,https://www.names.org/lists/by-origin/amharic/
1122,Misgana,male,amharic,https://www.names.org/lists/by-origin/amharic/
1123,Niyat,female,amharic,https://www.names.org/lists/by-origin/amharic/
1124,Markan,female,amharic,https://www.names.org/lists/by-origin/amharic/
1125,Lavisa,female,xhosa,https://www.names.org/lists/by-origin/xhosa/
1126,Nande,female,xhosa,https://www.names.org/lists/by-origin/xhosa/
1127,Zuko,male,african,https://www.names.org/lists/by-origin/african/
1128,Daisy,female,english,https://www.names.org/lists/by-origin/english/
1129,Anga,female,xhosa,https://www.names.org/lists/by-origin/xhosa/
1130,Tsehay,male,amharic,https://www.names.org/lists/by-origin/amharic/
1131,Kimoya,female,english,https://www.names.org/lists/by-origin/english/
1132,Ife,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
1133,Omotosho,male,yoruba,https://www.names.org/lists/by-origin/yoruba/
1134,Lusanda,male,african,https://www.names.org/lists/by-origin/african/
1135,Tomiwa,male,yoruba,https://www.names.org/lists/by-origin/yoruba/
1136,Tinashe,male,xhosa,https://www.names.org/lists/by-origin/xhosa/
1137,Caisha,female,arabic,https://www.names.org/lists/by-origin/arabic/
1138,Konde,female,amharic,https://www.names.org/lists/by-origin/amharic/
1139,Ziane,male,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1140,Syrine,female,arabic,https://www.names.org/lists/by-origin/arabic/
1141,Chelsea,female,english,https://www.names.org/lists/by-origin/english/
1142,Dami,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
1143,Liyu,female,amharic,https://www.names.org/lists/by-origin/amharic/
1144,Laylah,female,arabic,https://www.names.org/lists/by-origin/arabic/
1145,Zilfa,female,swahili ,https://www.names.org/lists/by-origin/swahili/
1146,Kwame,male,african-american,https://www.names.org/lists/by-origin/african/
1147,Menelik,male,amharic,https://www.names.org/lists/by-origin/amharic/
1148,Zaria,female,african,https://www.names.org/lists/by-origin/african/
1149,Odane,male,english,https://www.names.org/lists/by-origin/english/
1150,Mohammed,male,arabic,https://www.names.org/lists/by-origin/arabic/
1151,Praise,male,african,https://www.names.org/lists/by-origin/african/
1152,Onele,female,xhosa,https://www.names.org/lists/by-origin/xhosa/
1153,Sherifat,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
1154,Adui,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
1155,Jayden,male,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1156,Zuberi,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
1157,Tresia,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1158,Nun,female,african,https://www.names.org/lists/by-origin/african/
1159,Olise,male,igbo,https://www.names.org/lists/by-origin/igbo/
1160,Tedros,male,amharic,https://www.names.org/lists/by-origin/amharic/
1161,Muiruri,male,swahili ,https://www.names.org/lists/by-origin/swahili/
1162,Tolo,male,xhosa,https://www.names.org/lists/by-origin/xhosa/
1163,Jada,female,english,https://www.names.org/lists/by-origin/english/
1164,Jidenna,male,african,https://www.names.org/lists/by-origin/african/
1165,Fatou,female,african,https://www.names.org/lists/by-origin/african/
1166,Jiel,female,amharic,https://www.names.org/lists/by-origin/amharic/
1167,Ananiya,female,amharic,https://www.names.org/lists/by-origin/amharic/
1168,Tolulope,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
1169,Shauntia,female,swahili ,https://www.names.org/lists/by-origin/swahili/
1170,Rand,male,arabic,https://www.names.org/lists/by-origin/arabic/
1171,Nahili,male,amharic,https://www.names.org/lists/by-origin/amharic/
1172,Ayomi,female,african,https://www.names.org/lists/by-origin/african/
1173,Alpha,male,african-american,https://www.names.org/lists/by-origin/african/
1174,Zay,male,african,https://www.names.org/lists/by-origin/african/
1175,Onyeka,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
1176,Wonga,female,xhosa,https://www.names.org/lists/by-origin/xhosa/
1177,Samoya,female,english,https://www.names.org/lists/by-origin/english/
1178,Kwanda,female,xhosa,https://www.names.org/lists/by-origin/xhosa/
1179,Sumeya,female,amharic,https://www.names.org/lists/by-origin/amharic/
1180,Ifunanya,female,igbo,https://www.names.org/lists/by-origin/igbo/
1181,Izelle,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1182,Kolisi,male,xhosa,https://www.names.org/lists/by-origin/xhosa/
1183,Ziwa,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
1184,Adaeze,female,igbo,https://www.names.org/lists/by-origin/igbo/
1185,Nala,female,swahili ,https://www.names.org/lists/by-origin/swahili/
1186,Amen,male,amharic,https://www.names.org/lists/by-origin/amharic/
1187,Sefan,male,yoruba,https://www.names.org/lists/by-origin/yoruba/
1188,Bahle,female,xhosa,https://www.names.org/lists/by-origin/xhosa/
1189,Hortance,male,swahili ,https://www.names.org/lists/by-origin/swahili/
1190,Harold,male,english,https://www.names.org/lists/by-origin/english/
1191,Riette,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1192,Ngandwe,female,xhosa,https://www.names.org/lists/by-origin/xhosa/
1193,Shellyann,female,english,https://www.names.org/lists/by-origin/english/
1194,Oma,female,arabic,https://www.names.org/lists/by-origin/arabic/
1195,Debrah,female,african,https://www.names.org/lists/by-origin/african/
1196,Tofiki,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
1197,Yemariam,female,amharic,https://www.names.org/lists/by-origin/amharic/
1198,Kendi,female,swahili ,https://www.names.org/lists/by-origin/swahili/
1199,Nuru ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
1200,Nataki,female,swahili ,https://www.names.org/lists/by-origin/swahili/
1201,Ishi,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
1202,Jiel,male,amharic,https://www.names.org/lists/by-origin/amharic/
1203,Mikal,male,african-american,https://www.names.org/lists/by-origin/african/
